,State,Year, Debt at end of fiscal year,Capital outlay,Expenditure,General expenditure,General revenue,Insurance trust  revenue,Intergovernmental,License tax,Revenue,Selective sales tax,Tax,Correction,Education,Financial Aid,Health,Insurance benefits and repayments,Interest on debt,Interest on general debt,Intergovernmental,Miscellaneous general revenue,Natural Resources,Other taxes,Police protection,Transportation,Utilities,Welfare
45,ARIZONA,1995,3037066,622500,11162452,10072094,10509675,2064496,3026512,343607,12593371,827935,6223489,{'Correction Total': 436779},{'Education Total': 3601018},"{'Assistance and Subsidies': 430043, 'Cash and Securities Total': 18430585}",{'Health Total Expenditure': 489489},1066842,184301,180062,"{'Intergovernmental Expenditure': 3992499, 'Intergovernmental to Combined and Unallocable': 1288647}",640359,"{'Natural Resources Construction': 159104, 'Parks': {'Parks Total Expenditure': 25992}}",379861,109774,{'Highways': {'Highways Total Expenditure': 925358}},{'Utilities Current Operation': 4866267},{'Welfare Institution Total Expenditure': 2468116}
46,ARIZONA,1996,2936004,812062,11898144,10817960,10866578,1706299,3104914,391385,12594269,937787,6409395,{'Correction Total': 499420},{'Education Total': 3787629},"{'Assistance and Subsidies': 421670, 'Cash and Securities Total': 21215501}",{'Health Total Expenditure': 543341},1055586,185117,181013,"{'Intergovernmental Expenditure': 4255135, 'Intergovernmental to Combined and Unallocable': 1326066}",685870,"{'Natural Resources Construction': 169167, 'Parks': {'Parks Total Expenditure': 29473}}",417523,120135,{'Highways': {'Highways Total Expenditure': 1143426}},{'Utilities Current Operation': 5168574},{'Welfare Institution Total Expenditure': 2604854}
47,ARIZONA,1997,2741940,768110,12418681,11266376,11499078,2168130,3237414,437200,13692375,948216,6833806,{'Correction Total': 564150},{'Education Total': 4033411},"{'Assistance and Subsidies': 354768, 'Cash and Securities Total': 25614579}",{'Health Total Expenditure': 558780},1124193,162844,159096,"{'Intergovernmental Expenditure': 4528382, 'Intergovernmental to Combined and Unallocable': 1365549}",713597,"{'Natural Resources Construction': 167453, 'Parks': {'Parks Total Expenditure': 43764}}",323852,132094,{'Highways': {'Highways Total Expenditure': 1167477}},{'Utilities Current Operation': 5480384},{'Welfare Institution Total Expenditure': 2688434}
48,ARIZONA,1998,2806922,888544,13327967,12069852,11813762,4748183,3329995,233167,16582495,958092,6949370,{'Correction Total': 717458},{'Education Total': 4392711},"{'Assistance and Subsidies': 370625, 'Cash and Securities Total': 31570957}",{'Health Total Expenditure': 656826},1230712,154790,151061,"{'Intergovernmental Expenditure': 5023261, 'Intergovernmental to Combined and Unallocable': 1491088}",788771,"{'Natural Resources Construction': 155794, 'Parks': {'Parks Total Expenditure': 47853}}",316643,134753,{'Highways': {'Highways Total Expenditure': 1192360}},{'Utilities Current Operation': 5660035},{'Welfare Institution Total Expenditure': 2648198}
49,ARIZONA,1999,2725113,1134910,14278357,13127188,13077480,2022859,3662296,246472,15121888,985424,7542735,{'Correction Total': 740342},{'Education Total': 4735867},"{'Assistance and Subsidies': 350900, 'Cash and Securities Total': 35724215}",{'Health Total Expenditure': 737725},1125216,154051,150322,"{'Intergovernmental Expenditure': 5944003, 'Intergovernmental to Combined and Unallocable': 1793109}",1095181,"{'Natural Resources Construction': 151006, 'Parks': {'Parks Total Expenditure': 51377}}",357180,151087,{'Highways': {'Highways Total Expenditure': 1630806}},{'Utilities Current Operation': 5569277},{'Welfare Institution Total Expenditure': 2461064}
50,ARIZONA,2000,3101233,1206313,16315915,15025421,14258579,2034986,4120073,260188,16315430,1010854,8100737,{'Correction Total': 719690},{'Education Total': 5225930},"{'Assistance and Subsidies': 564832, 'Cash and Securities Total': 35190012}",{'Health Total Expenditure': 1028977},1264551,163841,160112,"{'Intergovernmental Expenditure': 5940651, 'Intergovernmental to Combined and Unallocable': 2098259}",1204621,"{'Natural Resources Construction': 161003, 'Parks': {'Parks Total Expenditure': 49298}}",381944,158048,{'Highways': {'Highways Total Expenditure': 1825561}},{'Utilities Current Operation': 7175727},{'Welfare Institution Total Expenditure': 3038187}
51,ARIZONA,2001,3710911,1016317,17143148,15528201,14980264,487899,4449959,257881,15488897,1038738,8360376,{'Correction Total': 760323},{'Education Total': 5689018},"{'Assistance and Subsidies': 625486, 'Cash and Securities Total': 37541254}",{'Health Total Expenditure': 954431},1589779,195778,192049,"{'Intergovernmental Expenditure': 6439144, 'Intergovernmental to Combined and Unallocable': 2144491}",1289849,"{'Natural Resources Construction': 175688, 'Parks': {'Parks Total Expenditure': 57828}}",393413,161140,{'Highways': {'Highways Total Expenditure': 1584079}},{'Utilities Current Operation': 7276644},{'Welfare Institution Total Expenditure': 3222661}
52,ARIZONA,2002,4347558,1014488,18606630,16734370,15860392,1414316,5259991,270631,17297726,1068529,8477321,{'Correction Total': 734167},{'Education Total': 6326736},"{'Assistance and Subsidies': 327899, 'Cash and Securities Total': 32651826}",{'Health Total Expenditure': 913302},1845124,189506,185777,"{'Intergovernmental Expenditure': 6902301, 'Intergovernmental to Combined and Unallocable': 1867790}",1198080,"{'Natural Resources Construction': 203588, 'Parks': {'Parks Total Expenditure': 62661}}",417555,166831,{'Highways': {'Highways Total Expenditure': 1679641}},{'Utilities Current Operation': 8327312},{'Welfare Institution Total Expenditure': 3998137}
53,ARIZONA,2003,5554020,1241058,19606017,17503052,16890346,1012077,6092557,271023,17927436,1178497,8691761,{'Correction Total': 731041},{'Education Total': 6419012},"{'Assistance and Subsidies': 331701, 'Cash and Securities Total': 34307037}",{'Health Total Expenditure': 845027},2074418,196092,192416,"{'Intergovernmental Expenditure': 6936753, 'Intergovernmental to Combined and Unallocable': 1962792}",1117455,"{'Natural Resources Construction': 231187, 'Parks': {'Parks Total Expenditure': 108807}}",417492,172512,{'Highways': {'Highways Total Expenditure': 1839644}},{'Utilities Current Operation': 8825995},{'Welfare Institution Total Expenditure': 4482224}
54,ARIZONA,2004,6773923,1461931,21765804,19558495,18980232,4778770,6987389,289803,23784448,1382146,9637369,{'Correction Total': 791043},{'Education Total': 7150342},"{'Assistance and Subsidies': 434275, 'Cash and Securities Total': 38840515}",{'Health Total Expenditure': 1138653},2179136,240646,237436,"{'Intergovernmental Expenditure': 7556518, 'Intergovernmental to Combined and Unallocable': 2046169}",1185753,"{'Natural Resources Construction': 238297, 'Parks': {'Parks Total Expenditure': 167668}}",404263,188754,{'Highways': {'Highways Total Expenditure': 1891625}},{'Utilities Current Operation': 9893298},{'Welfare Institution Total Expenditure': 5147119}
55,ARIZONA,2012,14507370,1626118,31888611,27476364,28510923,3352791,10752958,393378,31893550,1855368,12996421,{'Correction Total': 927931},{'Education Total': 9113877},"{'Assistance and Subsidies': 661815, 'Cash and Securities Total': 36568199}",{'Health Total Expenditure': 1936681},4380658,675228,673269,"{'Intergovernmental Expenditure': 8023697, 'Intergovernmental to Combined and Unallocable': 744787}",1553765,"{'Natural Resources Construction': 268846, 'Parks': {'Parks Total Expenditure': 93719}}",795206,240861,{'Highways': {'Highways Total Expenditure': 1943212}},{'Utilities Current Operation': 16521095},{'Welfare Institution Total Expenditure': 8287322}
56,ARIZONA,2013,14186861,1568048,32168343,27950784,29501502,8058079,10580523,412769,37592475,1720399,13796918,{'Correction Total': 1028728},{'Education Total': 9425150},"{'Assistance and Subsidies': 1668328, 'Cash and Securities Total': 39670369}",{'Health Total Expenditure': 1872472},4182960,500034,498304,"{'Intergovernmental Expenditure': 7280703, 'Intergovernmental to Combined and Unallocable': 689078}",1742208,"{'Natural Resources Construction': 263092, 'Parks': {'Parks Total Expenditure': 78339}}",811382,232360,{'Highways': {'Highways Total Expenditure': 1971558}},{'Utilities Current Operation': 16968270},{'Welfare Institution Total Expenditure': 8494905}
57,ARIZONA,2014,14315828,1370808,33704363,29295921,29690008,9513285,10951041,437127,39232056,1764349,13424271,{'Correction Total': 1070221},{'Education Total': 9797942},"{'Assistance and Subsidies': 1855005, 'Cash and Securities Total': 50487676}",{'Health Total Expenditure': 1995282},4378403,520641,519164,"{'Intergovernmental Expenditure': 7448459, 'Intergovernmental to Combined and Unallocable': 660489}",1632564,"{'Natural Resources Construction': 268995, 'Parks': {'Parks Total Expenditure': 79573}}",867558,247617,{'Highways': {'Highways Total Expenditure': 1779400}},{'Utilities Current Operation': 18131047},{'Welfare Institution Total Expenditure': 9100585}
58,ARIZONA,2015,14243659,1491099,32740773,28577420,31741122,4417342,13381875,458737,36186053,1779646,13721262,{'Correction Total': 1097103},{'Education Total': 10452117},"{'Assistance and Subsidies': 893247, 'Cash and Securities Total': 49063153}",{'Health Total Expenditure': 625316},4134315,318352,316529,"{'Intergovernmental Expenditure': 8806986, 'Intergovernmental to Combined and Unallocable': 375596}",1972598,"{'Natural Resources Construction': 271972, 'Parks': {'Parks Total Expenditure': 62436}}",925127,259768,{'Highways': {'Highways Total Expenditure': 1966947}},{'Utilities Current Operation': 17096774},{'Welfare Institution Total Expenditure': 10346172}
59,ARIZONA,2016,14400191,1596549,36928099,32631502,34551828,3628996,14337939,482362,38209919,2019192,14962172,{'Correction Total': 1075258},{'Education Total': 11369424},"{'Assistance and Subsidies': 973577, 'Cash and Securities Total': 47222848}",{'Health Total Expenditure': 594704},4266979,538261,536134,"{'Intergovernmental Expenditure': 9151627, 'Intergovernmental to Combined and Unallocable': 377784}",2371948,"{'Natural Resources Construction': 269523, 'Parks': {'Parks Total Expenditure': 80693}}",975532,247559,{'Highways': {'Highways Total Expenditure': 2129986}},{'Utilities Current Operation': 20401106},{'Welfare Institution Total Expenditure': 13159774}
60,ARIZONA,2017,14291349,1623091,39272433,35217999,36317737,9327859,15307319,506034,45675046,1977249,15299010,{'Correction Total': 1080923},{'Education Total': 11825297},"{'Assistance and Subsidies': 1009637, 'Cash and Securities Total': 65309763}",{'Health Total Expenditure': 573338},4027051,551540,549707,"{'Intergovernmental Expenditure': 10031985, 'Intergovernmental to Combined and Unallocable': 2981606}",2614404,"{'Natural Resources Construction': 306838, 'Parks': {'Parks Total Expenditure': 82845}}",1078926,280662,{'Highways': {'Highways Total Expenditure': 2217232}},{'Utilities Current Operation': 22029129},{'Welfare Institution Total Expenditure': 14581123}
61,ARIZONA,2018,13703759,1747664,40902546,36684690,38334391,9841736,16127713,495034,48210938,2020702,16293917,{'Correction Total': 1093410},{'Education Total': 12377309},"{'Assistance and Subsidies': 1044879, 'Cash and Securities Total': 68971717}",{'Health Total Expenditure': 593159},4183497,540207,538684,"{'Intergovernmental Expenditure': 10270584, 'Intergovernmental to Combined and Unallocable': 3082966}",2722963,"{'Natural Resources Construction': 314216, 'Parks': {'Parks Total Expenditure': 105119}}",1171871,282873,{'Highways': {'Highways Total Expenditure': 2348800}},{'Utilities Current Operation': 23115715},{'Welfare Institution Total Expenditure': 15169340}
62,ARIZONA,2019,13615824,1608823,42191355,37843032,41272289,8372700,16861452,580141,49667795,2085528,18163903,{'Correction Total': 1112554},{'Education Total': 13133885},"{'Assistance and Subsidies': 1143256, 'Cash and Securities Total': 73849166}",{'Health Total Expenditure': 591202},4325496,503604,502346,"{'Intergovernmental Expenditure': 10584099, 'Intergovernmental to Combined and Unallocable': 2679577}",2924422,"{'Natural Resources Construction': 342387, 'Parks': {'Parks Total Expenditure': 92435}}",1268459,297521,{'Highways': {'Highways Total Expenditure': 2271219}},{'Utilities Current Operation': 24026077},{'Welfare Institution Total Expenditure': 16055113}
63,ARKANSAS,1992,1942169,444873,5478493,5061654,5190388,673907,1635962,195634,5864295,485252,2748292,{'Correction Total': 105591},{'Education Total': 2122905},"{'Assistance and Subsidies': 125273, 'Cash and Securities Total': 7516889}",{'Health Total Expenditure': 179361},416839,130387,130387,"{'Intergovernmental Expenditure': 1465060, 'Intergovernmental to Combined and Unallocable': 272116}",253524,"{'Natural Resources Construction': 117150, 'Parks': {'Parks Total Expenditure': 32198}}",59234,38512,{'Highways': {'Highways Total Expenditure': 576635}},{'Utilities Current Operation': 2896061},{'Welfare Institution Total Expenditure': 1176619}
64,ARKANSAS,1993,1918960,497233,6014728,5555006,5626556,819496,1832046,184515,6446052,530254,2942581,{'Correction Total': 119390},{'Education Total': 2247834},"{'Assistance and Subsidies': 138326, 'Cash and Securities Total': 7992409}",{'Health Total Expenditure': 200595},459722,122133,122133,"{'Intergovernmental Expenditure': 1505645, 'Intergovernmental to Combined and Unallocable': 294443}",269987,"{'Natural Resources Construction': 129631, 'Parks': {'Parks Total Expenditure': 33568}}",49963,41441,{'Highways': {'Highways Total Expenditure': 608359}},{'Utilities Current Operation': 3291669},{'Welfare Institution Total Expenditure': 1311510}
65,ARKANSAS,1994,1812006,470275,6077749,5642181,5982514,887070,1917370,193897,6869584,573846,3175976,{'Correction Total': 132299},{'Education Total': 2216940},"{'Assistance and Subsidies': 149108, 'Cash and Securities Total': 8610722}",{'Health Total Expenditure': 211719},435568,115728,115728,"{'Intergovernmental Expenditure': 1547294, 'Intergovernmental to Combined and Unallocable': 319603}",265942,"{'Natural Resources Construction': 118622, 'Parks': {'Parks Total Expenditure': 35828}}",53844,44492,{'Highways': {'Highways Total Expenditure': 598765}},{'Utilities Current Operation': 3359776},{'Welfare Institution Total Expenditure': 1387240}
66,ARKANSAS,1995,1982537,478215,6616119,6070851,6466816,901377,2077582,196957,7368193,586897,3391785,{'Correction Total': 160878},{'Education Total': 2352224},"{'Assistance and Subsidies': 149215, 'Cash and Securities Total': 9239768}",{'Health Total Expenditure': 240336},545268,117200,117200,"{'Intergovernmental Expenditure': 1585671, 'Intergovernmental to Combined and Unallocable': 335314}",309393,"{'Natural Resources Construction': 134342, 'Parks': {'Parks Total Expenditure': 36449}}",67275,50627,{'Highways': {'Highways Total Expenditure': 613037}},{'Utilities Current Operation': 3740550},{'Welfare Institution Total Expenditure': 1518699}
67,ARKANSAS,1996,2142271,613005,7050461,6480997,7016550,1629637,2162774,216315,8646187,563760,3702141,{'Correction Total': 171002},{'Education Total': 2509087},"{'Assistance and Subsidies': 154208, 'Cash and Securities Total': 10668372}",{'Health Total Expenditure': 246981},569464,121362,121362,"{'Intergovernmental Expenditure': 1636037, 'Intergovernmental to Combined and Unallocable': 367468}",415254,"{'Natural Resources Construction': 135913, 'Parks': {'Parks Total Expenditure': 39237}}",154958,52061,{'Highways': {'Highways Total Expenditure': 698315}},{'Utilities Current Operation': 3956385},{'Welfare Institution Total Expenditure': 1583327}
